variable	variable2	values	mappedTerm
hh_12m::mmewalls	hh_12m::mmewalls	96	:::UNDEF:::
hh_18m::mmewalls	hh_18m::mmewalls	96	:::UNDEF:::
hh_00m::mmewalls	hh_00m::mmewalls	24	Burned bricks with mud
hh_06m::mmewalls	hh_06m::mmewalls	24	Burned bricks with mud
hh_12m::mmewalls	hh_12m::mmewalls	24	Burned bricks with mud
hh_18m::mmewalls	hh_18m::mmewalls	24	Burned bricks with mud
hh_00m::mmewalls	hh_00m::mmewalls	34	Burned bricks with plaster or cement
hh_06m::mmewalls	hh_06m::mmewalls	34	Burned bricks with plaster or cement
hh_12m::mmewalls	hh_12m::mmewalls	34	Burned bricks with plaster or cement
hh_18m::mmewalls	hh_18m::mmewalls	34	Burned bricks with plaster or cement
hh_00m::mmewalls	hh_00m::mmewalls	31	Cement blocks
hh_06m::mmewalls	hh_06m::mmewalls	31	Cement blocks
hh_12m::mmewalls	hh_12m::mmewalls	31	Cement blocks
hh_18m::mmewalls	hh_18m::mmewalls	31	Cement blocks
hh_00m::mmewalls	hh_00m::mmewalls	35	Metal sheets
hh_06m::mmewalls	hh_06m::mmewalls	35	Metal sheets
hh_12m::mmewalls	hh_12m::mmewalls	35	Metal sheets
hh_18m::mmewalls	hh_18m::mmewalls	35	Metal sheets
hh_00m::mmewalls	hh_00m::mmewalls	21	Mud and poles
hh_06m::mmewalls	hh_06m::mmewalls	21	Mud and poles
hh_12m::mmewalls	hh_12m::mmewalls	21	Mud and poles
hh_18m::mmewalls	hh_18m::mmewalls	21	Mud and poles
hh_00m::mmewalls	hh_00m::mmewalls	32	Stone
hh_06m::mmewalls	hh_06m::mmewalls	32	Stone
hh_12m::mmewalls	hh_12m::mmewalls	32	Stone
hh_18m::mmewalls	hh_18m::mmewalls	32	Stone
hh_00m::mmewalls	hh_00m::mmewalls	11	Thatched or straw
hh_06m::mmewalls	hh_06m::mmewalls	11	Thatched or straw
hh_12m::mmewalls	hh_12m::mmewalls	11	Thatched or straw
hh_18m::mmewalls	hh_18m::mmewalls	11	Thatched or straw
hh_00m::mmewalls	hh_00m::mmewalls	33	Timber
hh_06m::mmewalls	hh_06m::mmewalls	33	Timber
hh_12m::mmewalls	hh_12m::mmewalls	33	Timber
hh_18m::mmewalls	hh_18m::mmewalls	33	Timber
hh_00m::mmewalls	hh_00m::mmewalls	22	Un-burned bricks
hh_06m::mmewalls	hh_06m::mmewalls	22	Un-burned bricks
hh_12m::mmewalls	hh_12m::mmewalls	22	Un-burned bricks
hh_18m::mmewalls	hh_18m::mmewalls	22	Un-burned bricks
hh_00m::mmewalls	hh_00m::mmewalls	23	Un-burned bricks with plaster or cement
hh_06m::mmewalls	hh_06m::mmewalls	23	Un-burned bricks with plaster or cement
hh_12m::mmewalls	hh_12m::mmewalls	23	Un-burned bricks with plaster or cement
hh_18m::mmewalls	hh_18m::mmewalls	23	Un-burned bricks with plaster or cement
hh_00m::mmfloor	hh_00m::mmfloor	34	Bricks
hh_06m::mmfloor	hh_06m::mmfloor	34	Bricks
hh_12m::mmfloor	hh_12m::mmfloor	34	Bricks
hh_18m::mmfloor	hh_18m::mmfloor	34	Bricks
hh_00m::mmfloor	hh_00m::mmfloor	35	Cement or concrete
hh_06m::mmfloor	hh_06m::mmfloor	35	Cement or concrete
hh_12m::mmfloor	hh_12m::mmfloor	35	Cement or concrete
hh_18m::mmfloor	hh_18m::mmfloor	35	Cement or concrete
hh_00m::mmfloor	hh_00m::mmfloor	12	Earth and dung
hh_06m::mmfloor	hh_06m::mmfloor	12	Earth and dung
hh_12m::mmfloor	hh_12m::mmfloor	12	Earth and dung
hh_18m::mmfloor	hh_18m::mmfloor	12	Earth and dung
hh_00m::mmfloor	hh_00m::mmfloor	11	Earth or sand
hh_06m::mmfloor	hh_06m::mmfloor	11	Earth or sand
hh_12m::mmfloor	hh_12m::mmfloor	11	Earth or sand
hh_18m::mmfloor	hh_18m::mmfloor	11	Earth or sand
hh_00m::mmfloor	hh_00m::mmfloor	33	Mosaic or tiles
hh_06m::mmfloor	hh_06m::mmfloor	33	Mosaic or tiles
hh_12m::mmfloor	hh_12m::mmfloor	33	Mosaic or tiles
hh_18m::mmfloor	hh_18m::mmfloor	33	Mosaic or tiles
hh_12m::mmfloor	hh_12m::mmfloor	96	Papyrus mats
hh_00m::mmfloor	hh_00m::mmfloor	31	Parquet or polished wood
hh_06m::mmfloor	hh_06m::mmfloor	31	Parquet or polished wood
hh_12m::mmfloor	hh_12m::mmfloor	31	Parquet or polished wood
hh_18m::mmfloor	hh_18m::mmfloor	31	Parquet or polished wood
hh_00m::mmfloor	hh_00m::mmfloor	36	Stones
hh_06m::mmfloor	hh_06m::mmfloor	36	Stones
hh_12m::mmfloor	hh_12m::mmfloor	36	Stones
hh_18m::mmfloor	hh_18m::mmfloor	36	Stones
hh_00m::mmroof	hh_00m::mmroof	23	Asbestos
hh_06m::mmroof	hh_06m::mmroof	23	Asbestos
hh_12m::mmroof	hh_12m::mmroof	23	Asbestos
hh_18m::mmroof	hh_18m::mmroof	23	Asbestos
hh_00m::mmroof	hh_00m::mmroof	26	Cement
hh_06m::mmroof	hh_06m::mmroof	26	Cement
hh_12m::mmroof	hh_12m::mmroof	26	Cement
hh_18m::mmroof	hh_18m::mmroof	26	Cement
hh_00m::mmroof	hh_00m::mmroof	22	Metal sheets
hh_06m::mmroof	hh_06m::mmroof	22	Metal sheets
hh_12m::mmroof	hh_12m::mmroof	22	Metal sheets
hh_18m::mmroof	hh_18m::mmroof	22	Metal sheets
hh_00m::mmroof	hh_00m::mmroof	12	Mud
hh_06m::mmroof	hh_06m::mmroof	12	Mud
hh_12m::mmroof	hh_12m::mmroof	12	Mud
hh_18m::mmroof	hh_18m::mmroof	12	Mud
hh_12m::mmroof	hh_12m::mmroof	96	Tarpaulin
hh_00m::mmroof	hh_00m::mmroof	11	Thatched (including papyrus)
hh_06m::mmroof	hh_06m::mmroof	11	Thatched (including papyrus)
hh_12m::mmroof	hh_12m::mmroof	11	Thatched (including papyrus)
hh_18m::mmroof	hh_18m::mmroof	11	Thatched (including papyrus)
hh_18m::mmroof	hh_18m::mmroof	96	Thatched (including papyrus)
hh_00m::mmroof	hh_00m::mmroof	24	Tiles
hh_06m::mmroof	hh_06m::mmroof	24	Tiles
hh_12m::mmroof	hh_12m::mmroof	24	Tiles
hh_18m::mmroof	hh_18m::mmroof	24	Tiles
hh_00m::mmroof	hh_00m::mmroof	21	Wood or planks
hh_06m::mmroof	hh_06m::mmroof	21	Wood or planks
hh_12m::mmroof	hh_12m::mmroof	21	Wood or planks
hh_18m::mmroof	hh_18m::mmroof	21	Wood or planks
hh_00m::mobile	hh_00m::mobile	0	No
hh_06m::mobile	hh_06m::mobile	0	No
hh_12m::mobile	hh_12m::mobile	0	No
hh_18m::mobile	hh_18m::mobile	0	No
hh_00m::mobile	hh_00m::mobile	1	Yes
hh_06m::mobile	hh_06m::mobile	1	Yes
hh_12m::mobile	hh_12m::mobile	1	Yes
hh_18m::mobile	hh_18m::mobile	1	Yes
hh_18m::mthfcty	hh_18m::mthfcty	96	:::UNDEF:::
hh_00m::mthfcty	hh_00m::mthfcty	3	Animal or animal cart
hh_06m::mthfcty	hh_06m::mthfcty	3	Animal or animal cart
hh_12m::mthfcty	hh_12m::mthfcty	3	Animal or animal cart
hh_18m::mthfcty	hh_18m::mthfcty	3	Animal or animal cart
hh_00m::mthfcty	hh_00m::mthfcty	5	Bicycling
hh_06m::mthfcty	hh_06m::mthfcty	5	Bicycling
hh_12m::mthfcty	hh_12m::mthfcty	5	Bicycling
hh_18m::mthfcty	hh_18m::mthfcty	5	Bicycling
hh_00m::mthfcty	hh_00m::mthfcty	1	Car or motorcycle
hh_06m::mthfcty	hh_06m::mthfcty	1	Car or motorcycle
hh_12m::mthfcty	hh_12m::mthfcty	1	Car or motorcycle
hh_12m::mthfcty	hh_12m::mthfcty	96	Car or motorcycle
hh_18m::mthfcty	hh_18m::mthfcty	1	Car or motorcycle
hh_00m::mthfcty	hh_00m::mthfcty	2	Public transportation or taxi
hh_06m::mthfcty	hh_06m::mthfcty	2	Public transportation or taxi
hh_12m::mthfcty	hh_12m::mthfcty	2	Public transportation or taxi
hh_18m::mthfcty	hh_18m::mthfcty	2	Public transportation or taxi
hh_00m::mthfcty	hh_00m::mthfcty	4	Walking
hh_06m::mthfcty	hh_06m::mthfcty	4	Walking
hh_12m::mthfcty	hh_12m::mthfcty	4	Walking
hh_18m::mthfcty	hh_18m::mthfcty	4	Walking
hh_12m::neteduc	hh_12m::neteduc	-7	Don't know
hh_18m::neteduc	hh_18m::neteduc	-7	Don't know
hh_12m::neteduc	hh_12m::neteduc	0	No
hh_18m::neteduc	hh_18m::neteduc	0	No
hh_12m::neteduc	hh_12m::neteduc	-9	Not applicable
hh_18m::neteduc	hh_18m::neteduc	-9	Not applicable
hh_18m::neteduc	hh_18m::neteduc	-8	Refused to answer
hh_12m::neteduc	hh_12m::neteduc	1	Yes
hh_18m::neteduc	hh_18m::neteduc	1	Yes
hh_06m::nettype	hh_06m::nettype	-7	Don't know
hh_12m::nettype	hh_12m::nettype	-7	Don't know
hh_18m::nettype	hh_18m::nettype	-7	Don't know
hh_06m::nettype	hh_06m::nettype	-9	Not applicable
hh_12m::nettype	hh_12m::nettype	-9	Not applicable
hh_18m::nettype	hh_18m::nettype	-9	Not applicable
hh_06m::nettype	hh_06m::nettype	3	Olyset Net
hh_12m::nettype	hh_12m::nettype	3	Olyset Net
hh_18m::nettype	hh_18m::nettype	3	Olyset Net
hh_06m::nettype	hh_06m::nettype	4	Olyset Plus
hh_12m::nettype	hh_12m::nettype	4	Olyset Plus
hh_18m::nettype	hh_18m::nettype	4	Olyset Plus
hh_06m::nettype	hh_06m::nettype	1	PermaNet 2.0
hh_12m::nettype	hh_12m::nettype	1	PermaNet 2.0
hh_18m::nettype	hh_18m::nettype	1	PermaNet 2.0
hh_06m::nettype	hh_06m::nettype	2	PermaNet 3.0
hh_12m::nettype	hh_12m::nettype	2	PermaNet 3.0
hh_18m::nettype	hh_18m::nettype	2	PermaNet 3.0
hh_06m::nettype	hh_06m::nettype	-8	Refused to answer
hh_18m::nettype	hh_18m::nettype	-8	Refused to answer
hh_00m::noage	hh_00m::noage	NA	:::UNDEF:::
hh_00m::noagesleptnet	hh_00m::noagesleptnet	NA	:::UNDEF:::
hh_00m::nomboat	hh_00m::nomboat	0	No
hh_06m::nomboat	hh_06m::nomboat	0	No
hh_12m::nomboat	hh_12m::nomboat	0	No
hh_18m::nomboat	hh_18m::nomboat	0	No
hh_00m::nomboat	hh_00m::nomboat	-8	Refused to answer
hh_00m::nomboat	hh_00m::nomboat	1	Yes
hh_06m::nomboat	hh_06m::nomboat	1	Yes
hh_12m::nomboat	hh_12m::nomboat	1	Yes
hh_18m::nomboat	hh_18m::nomboat	1	Yes
hh_00m::nonanophfem	hh_00m::nonanophfem	NA	:::UNDEF:::
hh_06m::nonanophfem	hh_06m::nonanophfem	NA	:::UNDEF:::
hh_12m::nonanophfem	hh_12m::nonanophfem	NA	:::UNDEF:::
hh_18m::nonanophfem	hh_18m::nonanophfem	NA	:::UNDEF:::
hh_00m::nonanophmal	hh_00m::nonanophmal	NA	:::UNDEF:::
hh_06m::nonanophmal	hh_06m::nonanophmal	NA	:::UNDEF:::
hh_12m::nonanophmal	hh_12m::nonanophmal	NA	:::UNDEF:::
hh_18m::nonanophmal	hh_18m::nonanophmal	NA	:::UNDEF:::
hh_00m::numaland	hh_00m::numaland	-7	:::UNDEF:::
hh_06m::numaland	hh_06m::numaland	-7	:::UNDEF:::
hh_12m::numaland	hh_12m::numaland	-7	:::UNDEF:::
hh_18m::numaland	hh_18m::numaland	-7	:::UNDEF:::
hh_00m::numaland	hh_00m::numaland	-8	:::UNDEF:::
hh_06m::numaland	hh_06m::numaland	-8	:::UNDEF:::
hh_12m::numaland	hh_12m::numaland	-8	:::UNDEF:::
hh_18m::numaland	hh_18m::numaland	-8	:::UNDEF:::
hh_00m::numalandcat	hh_00m::numalandcat	3	3. >1 to 3 acres
hh_06m::numalandcat	hh_06m::numalandcat	3	3. >1 to 3 acres
hh_12m::numalandcat	hh_12m::numalandcat	3	3. >1 to 3 acres
hh_18m::numalandcat	hh_18m::numalandcat	3	3. >1 to 3 acres
hh_00m::numalandcat	hh_00m::numalandcat	1	1. 0 acres
hh_06m::numalandcat	hh_06m::numalandcat	1	1. 0 acres
hh_12m::numalandcat	hh_12m::numalandcat	1	1. 0 acres
hh_18m::numalandcat	hh_18m::numalandcat	1	1. 0 acres
hh_00m::numalandcat	hh_00m::numalandcat	2	2. 1 acre or less
hh_06m::numalandcat	hh_06m::numalandcat	2	2. 1 acre or less
hh_12m::numalandcat	hh_12m::numalandcat	2	2. 1 acre or less
hh_18m::numalandcat	hh_18m::numalandcat	2	2. 1 acre or less
hh_00m::numalandcat	hh_00m::numalandcat	4	4. 4 acres or more
hh_06m::numalandcat	hh_06m::numalandcat	4	4. 4 acres or more
hh_12m::numalandcat	hh_12m::numalandcat	4	4. 4 acres or more
hh_18m::numalandcat	hh_18m::numalandcat	4	4. 4 acres or more
hh_00m::numalandcat	hh_00m::numalandcat	NA	5. Don't know / refused to answer
hh_06m::numalandcat	hh_06m::numalandcat	NA	5. Don't know / refused to answer
hh_12m::numalandcat	hh_12m::numalandcat	NA	5. Don't know / refused to answer
hh_18m::numalandcat	hh_18m::numalandcat	NA	5. Don't know / refused to answer
hh_00m::numpeople	hh_00m::numpeople	NA	:::UNDEF:::
hh_00m::othanophfem	hh_00m::othanophfem	NA	:::UNDEF:::
hh_06m::othanophfem	hh_06m::othanophfem	NA	:::UNDEF:::
hh_12m::othanophfem	hh_12m::othanophfem	NA	:::UNDEF:::
hh_18m::othanophfem	hh_18m::othanophfem	NA	:::UNDEF:::
hh_00m::othanophmal	hh_00m::othanophmal	NA	:::UNDEF:::
hh_06m::othanophmal	hh_06m::othanophmal	NA	:::UNDEF:::
hh_12m::othanophmal	hh_12m::othanophmal	NA	:::UNDEF:::
hh_18m::othanophmal	hh_18m::othanophmal	NA	:::UNDEF:::
hh_18m::othereng	hh_18m::othereng	-9	:::UNDEF:::
hh_18m::othereng	hh_18m::othereng	PHONE	Flashlight (including mobile phone light) or battery powered lamp
hh_18m::othereng	hh_18m::othereng	PHONE LIGHT	Flashlight (including mobile phone light) or battery powered lamp
hh_18m::othereng	hh_18m::othereng	TIRE	Burned tires
hh_12m::othermme	hh_12m::othermme	-9	:::UNDEF:::
hh_12m::othermme	hh_12m::othermme	BURNT BRICKS WITH MUD	:::UNDEF:::
hh_12m::othermme	hh_12m::othermme	MUD ONLY	:::UNDEF:::
hh_18m::othermme	hh_18m::othermme	-9	:::UNDEF:::
hh_12m::othermme	hh_12m::othermme	"MUD,POLES,BURNT BRICKS AND CEMENT"	Burned bricks with plaster or cement
hh_18m::othermme	hh_18m::othermme	BURNT BRICKS WITH CEMENT AND OTHER PARTS WITH MUD	Burned bricks with plaster or cement
hh_12m::othermme	hh_12m::othermme	IN-POT	Don't know
hh_12m::othermme	hh_12m::othermme	"MUD, POLES AND SAND"	Mud and poles
hh_12m::othermme	hh_12m::othermme	"MUD,POLES AND SAND"	Mud and poles
hh_12m::othermme	hh_12m::othermme	MAD AND POLE COVERED WITH PLASTER/CEMENT	Un-burned bricks with plaster or cement
hh_12m::othermme	hh_12m::othermme	MAD AND POLE PLUS PLASTER/CEMENT	Un-burned bricks with plaster or cement
hh_12m::othermme	hh_12m::othermme	MUD AND POLE COVERED WITH PLASTER/CEMENT	Un-burned bricks with plaster or cement
hh_12m::othermme	hh_12m::othermme	MUD AND POLE PLUS PLASTER/CEMENT	Un-burned bricks with plaster or cement
hh_12m::othermme	hh_12m::othermme	MUD AND POLES PLUS PLASTER/CEMENT	Un-burned bricks with plaster or cement
hh_12m::othermme	hh_12m::othermme	"MUD,POLES AND CEMENT"	Un-burned bricks with plaster or cement
hh_18m::othermme	hh_18m::othermme	"MUD, POLES, PLASTER AND CEMENT"	Un-burned bricks with plaster or cement
hh_18m::othermth	hh_18m::othermth	-9	:::UNDEF:::
hh_18m::othermth	hh_18m::othermth	BORROWED BICYCLE FROM THE NEIGHBOURHOOD	Bicycling
hh_18m::othermth	hh_18m::othermth	BORROWING BICYCYCLE FROM THE NEIGBOURHOOD	Bicycling
hh_18m::othermth	hh_18m::othermth	BOBABODA	Car or motorcycle
hh_18m::othermth	hh_18m::othermth	BODABODA	Car or motorcycle
hh_18m::othermth	hh_18m::othermth	MOTORCYCLE HIRE	Car or motorcycle
hh_18m::othermth	hh_18m::othermth	MOTORCYCLE HIRE(BODA BODA)	Car or motorcycle
hh_06m::otherscs	hh_06m::otherscs	-9	:::UNDEF:::
hh_06m::otherscs	hh_06m::otherscs	SHADOOF	:::UNDEF:::
hh_06m::otherscs	hh_06m::otherscs	SWAMP	:::UNDEF:::
hh_06m::otherscs	hh_06m::otherscs	SWAMP NEARBY	:::UNDEF:::
hh_06m::otherscs	hh_06m::otherscs	WATER TANK	:::UNDEF:::
hh_12m::otherscs	hh_12m::otherscs	-9	:::UNDEF:::
hh_12m::otherscs	hh_12m::otherscs	WATER TANK	:::UNDEF:::
hh_18m::otherscs	hh_18m::otherscs	-9	:::UNDEF:::
hh_18m::otherscs	hh_18m::otherscs	SWAMP	:::UNDEF:::
hh_06m::otherscs	hh_06m::otherscs	SHALLOW WELL	Open public well
hh_12m::otherscs	hh_12m::otherscs	MAN MADE PIT	Open public well
hh_18m::otherscs	hh_18m::otherscs	SHALLOW WELL	Open public well
hh_18m::otherscs	hh_18m::otherscs	SHALOW WELL	Open public well
hh_18m::otherscs	hh_18m::otherscs	TAPED UNDERGROUND WATER	Open public well
hh_06m::otherscs	hh_06m::otherscs	TANK	Water tank
hh_12m::otherscs	hh_12m::otherscs	TANK	Water tank
hh_member_00m::parasitedensity	hh_member_00m::parasitedensity	NA	:::UNDEF:::
hh_member_06m::parasitedensity	hh_member_06m::parasitedensity	NA	:::UNDEF:::
hh_member_12m::parasitedensity	hh_member_12m::parasitedensity	NA	:::UNDEF:::
hh_member_18m::parasitedensity	hh_member_18m::parasitedensity	NA	:::UNDEF:::
hh_00m::ppbaselinecat	hh_00m::ppbaselinecat	1	0% to 10%
hh_00m::ppbaselinecat	hh_00m::ppbaselinecat	2	More than 10% to 30%
hh_00m::ppbaselinecat	hh_00m::ppbaselinecat	3	More than 30% to 77%
hh_18m::pspray	hh_18m::pspray	-7	Don't know
hh_00m::pspray	hh_00m::pspray	0	No
hh_06m::pspray	hh_06m::pspray	0	No
hh_12m::pspray	hh_12m::pspray	0	No
hh_18m::pspray	hh_18m::pspray	0	No
hh_00m::pspray	hh_00m::pspray	1	Yes
hh_06m::pspray	hh_06m::pspray	1	Yes
hh_12m::pspray	hh_12m::pspray	1	Yes
hh_00m::radio	hh_00m::radio	0	No
hh_06m::radio	hh_06m::radio	0	No
hh_12m::radio	hh_12m::radio	0	No
hh_18m::radio	hh_18m::radio	0	No
hh_00m::radio	hh_00m::radio	1	Yes
hh_06m::radio	hh_06m::radio	1	Yes
hh_12m::radio	hh_12m::radio	1	Yes
hh_18m::radio	hh_18m::radio	1	Yes
hh_member_00m::rdtiffebrile	hh_member_00m::rdtiffebrile	NA	Did not consent / did not meet inclusion criteria / not febrile
hh_member_06m::rdtiffebrile	hh_member_06m::rdtiffebrile	NA	Did not consent / did not meet inclusion criteria / not febrile
hh_member_12m::rdtiffebrile	hh_member_12m::rdtiffebrile	NA	Did not consent / did not meet inclusion criteria / not febrile
hh_member_18m::rdtiffebrile	hh_member_18m::rdtiffebrile	NA	Did not consent / did not meet inclusion criteria / not febrile
hh_member_00m::rdtiffebrile	hh_member_00m::rdtiffebrile	0	No
hh_member_06m::rdtiffebrile	hh_member_06m::rdtiffebrile	0	No
hh_member_12m::rdtiffebrile	hh_member_12m::rdtiffebrile	0	No
hh_member_18m::rdtiffebrile	hh_member_18m::rdtiffebrile	0	No
hh_member_00m::rdtiffebrile	hh_member_00m::rdtiffebrile	1	Yes
hh_member_06m::rdtiffebrile	hh_member_06m::rdtiffebrile	1	Yes
hh_member_12m::rdtiffebrile	hh_member_12m::rdtiffebrile	1	Yes
hh_member_18m::rdtiffebrile	hh_member_18m::rdtiffebrile	1	Yes
hh_member_00m::rdtrslt	hh_member_00m::rdtrslt	-9	Did not consent / did not meet inclusion criteria / missing
hh_member_00m::rdtrslt	hh_member_00m::rdtrslt	NA	Did not consent / did not meet inclusion criteria / missing
hh_member_06m::rdtrslt	hh_member_06m::rdtrslt	-9	Did not consent / did not meet inclusion criteria / missing
hh_member_06m::rdtrslt	hh_member_06m::rdtrslt	NA	Did not consent / did not meet inclusion criteria / missing
hh_member_12m::rdtrslt	hh_member_12m::rdtrslt	-9	Did not consent / did not meet inclusion criteria / missing
hh_member_12m::rdtrslt	hh_member_12m::rdtrslt	NA	Did not consent / did not meet inclusion criteria / missing
hh_member_18m::rdtrslt	hh_member_18m::rdtrslt	-9	Did not consent / did not meet inclusion criteria / missing
hh_member_18m::rdtrslt	hh_member_18m::rdtrslt	NA	Did not consent / did not meet inclusion criteria / missing
hh_member_00m::rdtrslt	hh_member_00m::rdtrslt	2	No
hh_member_06m::rdtrslt	hh_member_06m::rdtrslt	2	No
hh_member_12m::rdtrslt	hh_member_12m::rdtrslt	2	No
hh_member_18m::rdtrslt	hh_member_18m::rdtrslt	2	No
hh_member_00m::rdtrslt	hh_member_00m::rdtrslt	1	Yes
hh_member_06m::rdtrslt	hh_member_06m::rdtrslt	1	Yes
hh_member_12m::rdtrslt	hh_member_12m::rdtrslt	1	Yes
hh_member_18m::rdtrslt	hh_member_18m::rdtrslt	1	Yes
hh_18m::receivenet	hh_18m::receivenet	-7	Don't know
hh_06m::receivenet	hh_06m::receivenet	0	No
hh_12m::receivenet	hh_12m::receivenet	0	No
hh_18m::receivenet	hh_18m::receivenet	0	No
hh_06m::receivenet	hh_06m::receivenet	1	Yes
hh_12m::receivenet	hh_12m::receivenet	1	Yes
hh_18m::receivenet	hh_18m::receivenet	1	Yes
hh_00m::region	hh_00m::region	Eastern	Eastern
hh_06m::region	hh_06m::region	Eastern	Eastern
hh_12m::region	hh_12m::region	Eastern	Eastern
hh_18m::region	hh_18m::region	Eastern	Eastern
hh_member_00m::region	hh_member_00m::region	Eastern	Eastern
hh_member_06m::region	hh_member_06m::region	Eastern	Eastern
hh_member_12m::region	hh_member_12m::region	Eastern	Eastern
hh_member_18m::region	hh_member_18m::region	Eastern	Eastern
hh_00m::region	hh_00m::region	Western	Western
hh_06m::region	hh_06m::region	Western	Western
hh_12m::region	hh_12m::region	Western	Western
hh_18m::region	hh_18m::region	Western	Western
hh_member_00m::region	hh_member_00m::region	Western	Western
hh_member_06m::region	hh_member_06m::region	Western	Western
hh_member_12m::region	hh_member_12m::region	Western	Western
hh_member_18m::region	hh_member_18m::region	Western	Western
hh_member_12m::relation	hh_member_12m::relation	18	:::UNDEF:::
hh_member_00m::relation	hh_member_00m::relation	13	Boyfriend / girlfriend
hh_member_12m::relation	hh_member_12m::relation	12	Boyfriend / girlfriend
hh_member_18m::relation	hh_member_18m::relation	12	Boyfriend / girlfriend
hh_member_00m::relation	hh_member_00m::relation	6	Brother / sister
hh_member_06m::relation	hh_member_06m::relation	6	Brother / sister
hh_member_12m::relation	hh_member_12m::relation	6	Brother / sister
hh_member_18m::relation	hh_member_18m::relation	6	Brother / sister
hh_member_00m::relation	hh_member_00m::relation	8	Cousin
hh_member_06m::relation	hh_member_06m::relation	8	Cousin
hh_member_12m::relation	hh_member_12m::relation	8	Cousin
hh_member_18m::relation	hh_member_18m::relation	8	Cousin
hh_member_00m::relation	hh_member_00m::relation	15	Employee
hh_member_06m::relation	hh_member_06m::relation	15	Employee
hh_member_12m::relation	hh_member_12m::relation	15	Employee
hh_member_18m::relation	hh_member_18m::relation	15	Employee
hh_member_00m::relation	hh_member_00m::relation	3	Father / mother
hh_member_06m::relation	hh_member_06m::relation	3	Father / mother
hh_member_12m::relation	hh_member_12m::relation	3	Father / mother
hh_member_18m::relation	hh_member_18m::relation	3	Father / mother
hh_member_00m::relation	hh_member_00m::relation	11	Foster child
hh_member_06m::relation	hh_member_06m::relation	11	Foster child
hh_member_12m::relation	hh_member_12m::relation	11	Foster child
hh_member_18m::relation	hh_member_18m::relation	11	Foster child
hh_member_00m::relation	hh_member_00m::relation	5	Grandfather / grandmother / great-grandfather / great-grandmother
hh_member_06m::relation	hh_member_06m::relation	5	Grandfather / grandmother / great-grandfather / great-grandmother
hh_member_12m::relation	hh_member_12m::relation	5	Grandfather / grandmother / great-grandfather / great-grandmother
hh_member_18m::relation	hh_member_18m::relation	5	Grandfather / grandmother / great-grandfather / great-grandmother
hh_member_00m::relation	hh_member_00m::relation	4	Grandson / granddaughter / great-grandson / great-granddaughter
hh_member_06m::relation	hh_member_06m::relation	4	Grandson / granddaughter / great-grandson / great-granddaughter
hh_member_12m::relation	hh_member_12m::relation	4	Grandson / granddaughter / great-grandson / great-granddaughter
hh_member_18m::relation	hh_member_18m::relation	4	Grandson / granddaughter / great-grandson / great-granddaughter
hh_member_18m::relation	hh_member_18m::relation	14	House helper / maid
hh_member_00m::relation	hh_member_00m::relation	14	House helper / maid
hh_member_06m::relation	hh_member_06m::relation	14	House helper / maid
hh_member_12m::relation	hh_member_12m::relation	14	House helper / maid
hh_member_00m::relation	hh_member_00m::relation	1	Husband / wife
hh_member_06m::relation	hh_member_06m::relation	1	Husband / wife
hh_member_12m::relation	hh_member_12m::relation	1	Husband / wife
hh_member_18m::relation	hh_member_18m::relation	1	Husband / wife
hh_member_00m::relation	hh_member_00m::relation	19	In-law
hh_member_06m::relation	hh_member_06m::relation	19	In-law
hh_member_12m::relation	hh_member_12m::relation	19	In-law
hh_member_18m::relation	hh_member_18m::relation	19	In-law
hh_member_00m::relation	hh_member_00m::relation	9	Nephew / niece
hh_member_06m::relation	hh_member_06m::relation	9	Nephew / niece
hh_member_12m::relation	hh_member_12m::relation	9	Nephew / niece
hh_member_18m::relation	hh_member_18m::relation	9	Nephew / niece
hh_member_00m::relation	hh_member_00m::relation	20	Not related
hh_member_06m::relation	hh_member_06m::relation	20	Not related
hh_member_12m::relation	hh_member_12m::relation	20	Not related
hh_member_18m::relation	hh_member_18m::relation	20	Not related
hh_member_00m::relation	hh_member_00m::relation	16	Renter / student boarder
hh_member_06m::relation	hh_member_06m::relation	16	Renter / student boarder
hh_member_18m::relation	hh_member_18m::relation	18	Renter / student boarder
hh_member_00m::relation	hh_member_00m::relation	0	Self (household head)
hh_member_06m::relation	hh_member_06m::relation	0	Self (household head)
hh_member_12m::relation	hh_member_12m::relation	0	Self (household head)
hh_member_18m::relation	hh_member_18m::relation	0	Self (household head)
hh_member_00m::relation	hh_member_00m::relation	2	Son / daughter
hh_member_06m::relation	hh_member_06m::relation	2	Son / daughter
hh_member_12m::relation	hh_member_12m::relation	2	Son / daughter
hh_member_18m::relation	hh_member_18m::relation	2	Son / daughter
hh_member_00m::relation	hh_member_00m::relation	10	Stepchild / adopted child
hh_member_06m::relation	hh_member_06m::relation	10	Stepchild / adopted child
hh_member_12m::relation	hh_member_12m::relation	10	Stepchild / adopted child
hh_member_18m::relation	hh_member_18m::relation	10	Stepchild / adopted child
hh_member_00m::relation	hh_member_00m::relation	7	Uncle / aunt
hh_member_06m::relation	hh_member_06m::relation	7	Uncle / aunt
hh_member_12m::relation	hh_member_12m::relation	7	Uncle / aunt
hh_member_18m::relation	hh_member_18m::relation	7	Uncle / aunt
hh_member_12m::relation_oth	hh_member_12m::relation_oth	-9	:::UNDEF:::
hh_member_12m::relation_oth	hh_member_12m::relation_oth	BROTHER IN LAW	:::UNDEF:::
