variable	variable2	values	mappedTerm	ordinalValue
parish	parish	1102404	Eramva	NA
parish	parish	1102405	Gbulukuatuni	NA
parish	parish	1102406	Manago	NA
parish	parish	1102501	Aliba	NA
parish	parish	1102502	Kwili	NA
parish	parish	1102503	Luba	NA
parish	parish	1102504	Ocea	NA
parish	parish	1102505	Odoi	NA
parish	parish	1102506	Odubu	NA
parish	parish	1102601	Arara	NA
parish	parish	1102602	Katiyi	NA
parish	parish	1102603	Lawura	NA
parish	parish	1102701	Akinio	NA
parish	parish	1102702	Ejoni	NA
parish	parish	1102703	Katiku	NA
parish	parish	1102704	Maraju	NA
parish	parish	1102705	Otumbari	NA
parish	parish	1102801	Ajono	NA
parish	parish	1102802	Anzuu	NA
parish	parish	1102803	Ayavu	NA
parish	parish	1102804	Eruba	NA
parish	parish	1102805	Ezuku	NA
parish	parish	1102806	Kuluva	NA
parish	parish	1102807	Nyio	NA
parish	parish	1102808	Opia	NA
parish	parish	1102809	Ringili	NA
parish	parish	1102810	Tilevu	NA
parish	parish	1110101	Chali	NA
parish	parish	1110102	Gadumire	NA
parish	parish	1110103	Nampangala	NA
parish	parish	1110104	Sapiri	NA
parish	parish	1110201	Budaka Ward	NA
parish	parish	1110202	Bwase Ward	NA
parish	parish	1110203	Macholi Ward	NA
parish	parish	1110204	Nabweyo Ward	NA
parish	parish	1110205	Namengo Ward	NA
parish	parish	1110301	Kadenghe	NA
parish	parish	1110401	Buloki Ward	NA
parish	parish	1110402	Iki-Iki Ward	NA
parish	parish	1110403	Kaitangole Ward	NA
parish	parish	1110404	Petete Ward	NA
parish	parish	1110501	Kabuna	NA
parish	parish	1110502	Kaperi	NA
parish	parish	1110503	Kotia	NA
parish	parish	1110504	Mutukula	NA
parish	parish	1110601	Kachomo	NA
parish	parish	1110602	Kadenge	NA
parish	parish	1110603	Kodiri	NA
parish	parish	1110604	Kotinyanga	NA
parish	parish	1110701	Kaderuna	NA
parish	parish	1110702	Kebula	NA
parish	parish	1110703	Kiryolo	NA
parish	parish	1110704	Naungholi	NA
parish	parish	1110801	Kadimukoli	NA
parish	parish	1110802	Kosiiti	NA
parish	parish	1110803	Nyayewo	NA
parish	parish	1110804	Sekulo	NA
parish	parish	1110901	Kabyonga	NA
parish	parish	1110902	Kakoli	NA
parish	parish	1110903	Kavule	NA
parish	parish	1110904	Nyanza	NA
parish	parish	1111001	Kakule	NA
parish	parish	1111002	Kaperi	NA
parish	parish	1111003	Kasuleta	NA
parish	parish	1111004	Lerya	NA
parish	parish	1111005	Namusita	NA
parish	parish	1111101	Bupuchai	NA
parish	parish	1111102	Kameruka	NA
parish	parish	1111103	Lerya	NA
parish	parish	1111104	Nabugalo	NA
parish	parish	1111105	Nanzala	NA
parish	parish	1111201	Bunyolo	NA
parish	parish	1111202	Jami	NA
parish	parish	1111301	Kamonkoli North Ward	NA
parish	parish	1111302	Kamonkoli South Ward	NA
parish	parish	1111401	Bukoli	NA
parish	parish	1111402	Kadatumi	NA
parish	parish	1111403	Katira	NA
parish	parish	1111404	Kerekerene	NA
parish	parish	1111501	Buyemba	NA
parish	parish	1111502	Lyama	NA
parish	parish	1111503	Nakisenyi	NA
parish	parish	1111504	Suni	NA
parish	parish	1111601	Bukaligwoko	NA
parish	parish	1111602	Bunamwera	NA
parish	parish	1111603	Mugiti	NA
parish	parish	1111604	Nasenyi	NA
parish	parish	1111605	Nyanza	NA
parish	parish	1111701	Bunyekero	NA
parish	parish	1111702	Lupada	NA
parish	parish	1111703	Naboa	NA
parish	parish	1111704	Nangeye	NA
parish	parish	1111801	Idudi A	NA
parish	parish	1111802	Idudi B	NA
parish	parish	1111803	Nansanga A	NA
parish	parish	1111804	Nansanga B	NA
parish	parish	1111901	Nalugondo	NA
parish	parish	1111902	Naluli	NA
parish	parish	1111903	Namukalo	NA
parish	parish	1111904	Tademeri	NA
parish	parish	1120101	Maaba	NA
parish	parish	1120102	Shikhulusi	NA
parish	parish	1120103	Shishendu	NA
parish	parish	1120104	Shiteka	NA
parish	parish	1120201	Bukhatondi	NA
parish	parish	1120202	Bukibino	NA
parish	parish	1120203	Bukimuma	NA
parish	parish	1120204	Buneembe	NA
parish	parish	1120205	Busai	NA
parish	parish	1120206	Bushinyekwa	NA
parish	parish	1120301	Buloli North Ward	NA
parish	parish	1120302	Buloli South Ward	NA
parish	parish	1120303	Bunamutunyi Ward	NA
parish	parish	1120304	Buwanabisi Ward	NA
parish	parish	1120305	Nashula Ward	NA
parish	parish	1120401	Bukalasi	NA
parish	parish	1120402	Bukibumbi	NA
parish	parish	1120403	Bundesi	NA
parish	parish	1120404	Kasuni	NA
parish	parish	1120405	Maika	NA
parish	parish	1120406	Nabulalo	NA
parish	parish	1120407	Namasheti	NA
parish	parish	1120408	Nametsi	NA
parish	parish	1120409	Shibanga	NA
parish	parish	1120410	Summee	NA
parish	parish	1120501	Buirimbi	NA
parish	parish	1120502	Bukari	NA
parish	parish	1120503	Bulumino	NA
parish	parish	1120504	Bunamukye	NA
parish	parish	1120505	Buwakhata	NA
parish	parish	1120601	Bumakuma	NA
parish	parish	1120602	Bumangoye	NA
parish	parish	1120603	Bumirume	NA
parish	parish	1120604	Bunamubi	NA
parish	parish	1120605	Bunaporo	NA
parish	parish	1120606	Butiliku	NA
parish	parish	1120607	Mbelema	NA
parish	parish	1120701	Bumatanda Ward	NA
parish	parish	1120702	Bunabwire Ward	NA
parish	parish	1120703	Bunakuti Ward	NA
parish	parish	1120704	Nabingoma Ward	NA
parish	parish	1120801	Bumaemba	NA
parish	parish	1120802	Bumasata	NA
parish	parish	1120803	Bumwalukani	NA
parish	parish	1120804	Bumwalye	NA
parish	parish	1120805	Bunantsushi	NA
parish	parish	1120806	Sakusaku	NA
parish	parish	1120901	Bukhura	NA
parish	parish	1120902	Bukibokolo	NA
parish	parish	1120903	Bunamee	NA
parish	parish	1120904	Busamali	NA
parish	parish	1121001	Bubukasha	NA
parish	parish	1121002	Bufuma	NA
parish	parish	1121003	Bumayoka	NA
parish	parish	1121004	Bunandutu	NA
parish	parish	1121005	Mabono	NA
parish	parish	1121006	Namakukye	NA
parish	parish	1121007	Namukhuyu	NA
parish	parish	1121008	Ulukusi	NA
parish	parish	1121101	Bubungi	NA
parish	parish	1121102	Bufutsa	NA
parish	parish	1121103	Bukhaukha	NA
parish	parish	1121104	Bumushiso	NA
parish	parish	1121105	Bunabutiti	NA
parish	parish	1121106	Bunamanda	NA
parish	parish	1121107	Namakuto	NA
parish	parish	1121201	Bufukhula	NA
parish	parish	1121202	Bunatsami	NA
parish	parish	1121203	Bushiribo	NA
parish	parish	1121204	Buswalikha	NA
parish	parish	1121301	Buneboshe	NA
parish	parish	1121302	Burafula	NA
parish	parish	1121303	Bushiyi	NA
parish	parish	1121304	Busiriwa	NA
parish	parish	1121305	Matuwa	NA
parish	parish	1121306	Namirumba	NA
parish	parish	1121401	Bugobero	NA
parish	parish	1121402	Bunamwamba	NA
parish	parish	1121403	Buwali	NA
parish	parish	1121404	Buwashi	NA
parish	parish	1121405	Kitsawa	NA
parish	parish	1121501	Bulobi	NA
parish	parish	1121502	Bunakhayoti	NA
parish	parish	1121503	Bunandutu	NA
parish	parish	1121504	Bunatsumya	NA
parish	parish	1121505	Bunyanga	NA
parish	parish	1121601	Bumukonya	NA
parish	parish	1121602	Bumusenye	NA
parish	parish	1121603	Bunambatsu	NA
parish	parish	1121604	Bushunya	NA
parish	parish	1121701	Bumakhwa	NA
parish	parish	1121702	Bumakita	NA
parish	parish	1121703	Bumusi	NA
parish	parish	1121704	Bumusi Upper	NA
parish	parish	1121705	Bunango	NA
parish	parish	1121706	Buwagiyu	NA
parish	parish	1121801	Khama Ward	NA
parish	parish	1121802	Mukini Ward	NA
parish	parish	1121803	Munkaga Ward	NA
parish	parish	1121804	Mutsitsi Ward	NA
parish	parish	1121805	Nangako Ward	NA
parish	parish	1130101	Budhaya	NA
parish	parish	1130102	Bukatu	NA
parish	parish	1130103	Buwolya	NA
parish	parish	1130104	Mayuge	NA
parish	parish	1130201	Buluwe	NA
parish	parish	1130202	Buwuni	NA
parish	parish	1130203	Buwuni Town Board	NA
parish	parish	1130204	Iggwe	NA
parish	parish	1130205	Kitodha	NA
parish	parish	1130206	Namasere	NA
parish	parish	1130301	Bulidha A	NA
parish	parish	1130302	Bulidha B	NA
parish	parish	1130303	Isakabusolo	NA
parish	parish	1130304	Makoma	NA
parish	parish	1130305	Nabigingo	NA
parish	parish	1130306	Wakawaka	NA
parish	parish	1130401	Bufunda	NA
parish	parish	1130402	Bugayi	NA
parish	parish	1130403	Buluguyi	NA
parish	parish	1130404	Muwayo	NA
parish	parish	1130405	Nsango	NA
parish	parish	1130501	Budunduli Ward	NA
parish	parish	1130502	Bulume Ward	NA
parish	parish	1130503	Nabikaka Ward	NA
parish	parish	1130504	Nakawa Ward	NA
parish	parish	1130505	Nakidudula Ward	NA
parish	parish	1130506	Nawandhuki Ward	NA
parish	parish	1130601	Bubugo	NA
parish	parish	1130602	Bupala	NA
parish	parish	1130603	Busoga	NA
parish	parish	1130604	Buwunga	NA
parish	parish	1130605	Kavule	NA
parish	parish	1130606	Luwoko	NA
parish	parish	1130607	Magoola	NA
parish	parish	1130608	Mawanga	NA
parish	parish	1130609	Nambale	NA
parish	parish	1130701	Naluwerere Ward	NA
parish	parish	1130702	Nkusi Ward	NA
parish	parish	1130801	Bugeso	NA
parish	parish	1130802	Buyala	NA
parish	parish	1130803	Iwemba	NA
parish	parish	1130804	Nabirere	NA
parish	parish	1130805	Nambo	NA
parish	parish	1130901	Bugiri A	NA
parish	parish	1130902	Bugubo	NA
parish	parish	1130903	Bugunga	NA
parish	parish	1130904	Kiseitaka	NA
parish	parish	1130905	Nakavule	NA
parish	parish	1130906	Namukonge	NA
parish	parish	1130907	Ndifakulya	NA
parish	parish	1131001	Bululu	NA
parish	parish	1131002	Kayogera	NA
parish	parish	1131003	Kitumba	NA
parish	parish	1131004	Muterere	NA
parish	parish	1131005	Muterere Town Board	NA
parish	parish	1131101	Bubalya	NA
parish	parish	1131102	Bukubansiri	NA
parish	parish	1131103	Butyabule	NA
parish	parish	1131104	Isegero	NA
parish	parish	1131105	Kasita	NA
parish	parish	1131106	Lwanika	NA
parish	parish	1131107	Nakivamba	NA
parish	parish	1131108	Nkaiza	NA
parish	parish	1131109	Wangobo	NA
parish	parish	1131201	Bukonde Ward	NA
parish	parish	1131202	Gulimwoyo Ward	NA
parish	parish	1131203	Isagaza Ward	NA
parish	parish	1131204	Kafufu Ward	NA
parish	parish	1131205	Kasule Ward	NA
parish	parish	1131206	Namabugo Ward	NA
parish	parish	1131301	Isegero	NA
parish	parish	1131302	Matovu	NA
parish	parish	1131303	Namakoko	NA
parish	parish	1131304	Nsono	NA
parish	parish	1131401	Itakaibolu Ward	NA
parish	parish	1131402	Masita Ward	NA
parish	parish	1131403	Nakasita Ward	NA
parish	parish	1131404	Namuntenga Ward	NA
parish	parish	1131405	Nankoma Central Ward	NA
parish	parish	1131406	Nankoma East Ward	NA
parish	parish	1131407	Nawanago Ward	NA
parish	parish	1131501	Bwole Ward	NA
parish	parish	1131502	Ndifakulya Ward	NA
parish	parish	1140101	Karembe	NA
parish	parish	1140102	Nyakaziba	NA
parish	parish	1140103	Rukiri	NA
parish	parish	1140201	Bitsya	NA
parish	parish	1140202	Kankara	NA
parish	parish	1140203	Kitega	NA
parish	parish	1140204	Mushasha	NA
parish	parish	1140301	Nyakahita	NA
parish	parish	1140302	Nyakashaka	NA
parish	parish	1140303	Nyakitoko	NA
parish	parish	1140304	Rubengye	NA
parish	parish	1140305	Rushambya	NA
parish	parish	1140306	Rwajere	NA
parish	parish	1140401	Engaaju	NA
parish	parish	1140402	Kajumbura	NA
parish	parish	1140403	Katongo	NA
parish	parish	1140404	Kiyanja	NA
parish	parish	1140405	Kyahenda	NA
parish	parish	1140501	Karungu	NA
parish	parish	1140502	Kasharara	NA
parish	parish	1140503	Katara	NA
parish	parish	1140504	Rugongo	NA
parish	parish	1140601	Butare Ward	NA
parish	parish	1140602	Kashenyi Ward	NA
parish	parish	1140603	Kibimba Ward	NA
parish	parish	1140604	Ntungamo Ward	NA
parish	parish	1140701	Kicuzi Ward	NA
parish	parish	1140702	Kyajura Ward	NA
parish	parish	1140703	Nsiika Ward	NA
parish	parish	1140801	Kangarama Ward	NA
parish	parish	1140802	Kitookye Ward	NA
parish	parish	1140803	Nyakaziba Ward	NA
parish	parish	1140901	Kabegaramire	NA
parish	parish	1140902	Katinda	NA
parish	parish	1140903	Kiramira	NA
parish	parish	1140904	Rukondo	NA
parish	parish	1140905	Rushayo	NA
parish	parish	1140906	Rwanyamabare	NA
parish	parish	1141001	Bwoga	NA
parish	parish	1141002	Kyeyare	NA
parish	parish	1141003	Nyakishojwa	NA
parish	parish	1141004	Rwengwe	NA
parish	parish	1150101	Kitazi	NA
parish	parish	1150102	Malongwe	NA
parish	parish	1150103	Ssugu	NA
parish	parish	1150201	Buikwe Ward	NA
parish	parish	1150202	Lweru Ward	NA
parish	parish	1150301	Kabowa Ward	NA
parish	parish	1150302	Kawotto Ward	NA
parish	parish	1150303	Kikawula Ward	NA
parish	parish	1150304	Nakazadde Ward	NA
parish	parish	1150305	Namengo Ward	NA
parish	parish	1150401	Bibbo	NA
parish	parish	1150402	Bulyanteete	NA
parish	parish	1150403	Busaabaga	NA
parish	parish	1150404	Butinindi	NA
parish	parish	1150405	Kigenda	NA
parish	parish	1150406	Kiteza	NA
parish	parish	1150407	Luwayo	NA
parish	parish	1150408	Sagazi	NA
parish	parish	1150501	Busagazi	NA
parish	parish	1150502	Gulama	NA
parish	parish	1150503	Kisiimba	NA
parish	parish	1150504	Kiyindi	NA
parish	parish	1150505	Mawotto	NA
parish	parish	1150506	Namatovu	NA
parish	parish	1150507	Tukulu	NA
parish	parish	1150601	Buvunya	NA
parish	parish	1150602	Buwoola	NA
parish	parish	1150603	Kabanga	NA
parish	parish	1150604	Kinoni	NA
parish	parish	1150605	Kitigoma	NA
parish	parish	1150606	Kizigo	NA
parish	parish	1150607	Nsakya	NA
parish	parish	1150701	Dungi	NA
parish	parish	1150702	Kikwayi	NA
parish	parish	1150703	Kiringo	NA
parish	parish	1150704	Lubongo	NA
parish	parish	1150705	Namulesa	NA
parish	parish	1150706	Ndolwa	NA
parish	parish	1150801	Njeru East Ward	NA
parish	parish	1150802	Njeru North Ward	NA
parish	parish	1150803	Njeru South Ward	NA
parish	parish	1150804	Njeru West Ward	NA
parish	parish	1150901	Bukasa Ward	NA
parish	parish	1150902	Mulajje Ward	NA
parish	parish	1150903	Nkokonjeru Ward	NA
parish	parish	1151001	Buziika (B) Ward	NA
parish	parish	1151002	Kabizzi Ward	NA
parish	parish	1151003	Namabu Ward	NA
parish	parish	1151004	Nyenga Ward	NA
parish	parish	1151005	Ssunga Ward	NA
parish	parish	1151006	Tongolo Ward	NA
parish	parish	1151101	Bbinga	NA
parish	parish	1151102	Kimera	NA
parish	parish	1151103	Koba	NA
parish	parish	1151104	Lugala	NA
parish	parish	1151105	Lugoba	NA
parish	parish	1151106	Muvo	NA
parish	parish	1151107	Namukuma	NA
parish	parish	1151108	Zitwe	NA
parish	parish	1151201	Kalagala Ward	NA
parish	parish	1151202	Kkonko Ward	NA
parish	parish	1151203	Malindi Ward	NA
parish	parish	1151204	Nakalanga Ward	NA
parish	parish	1151205	Naminya Ward	NA
parish	parish	1151206	Wakisi Ward	NA
parish	parish	1160101	Aligoi	NA
parish	parish	1160102	Bududa	NA
parish	parish	1160103	Kachabule	NA
parish	parish	1160104	Kakerei	NA
parish	parish	1160105	Kongatuny	NA
parish	parish	1160106	Kotia	NA
parish	parish	1160107	Mukongoro	NA
parish	parish	1160201	Aminit	NA
parish	parish	1160202	Angangam	NA
parish	parish	1160203	Apopong	NA
parish	parish	1160204	Busano	NA
parish	parish	1160205	Kalapata	NA
parish	parish	1160206	Kalengo	NA
parish	parish	1160207	Kayukum	NA
parish	parish	1160208	Okum	NA
parish	parish	1160301	Adodoi	NA
parish	parish	1160302	Akero	NA
parish	parish	1160303	Akuoro	NA
parish	parish	1160304	Aputiputi	NA
parish	parish	1160305	Kajamaka	NA
parish	parish	1160306	Kaloko	NA
parish	parish	1160307	Kamon	NA
parish	parish	1160308	Kasoka	NA
parish	parish	1160309	Kokutu	NA
parish	parish	1160310	Kolimeri	NA
parish	parish	1160311	Okichira	NA
parish	parish	1160312	Tank	NA
parish	parish	1160401	Bukedea Ward	NA
parish	parish	1160402	Emokori Ward	NA
parish	parish	1160403	Kachabule Ward	NA
parish	parish	1160404	Kide Ward	NA
parish	parish	1160405	Okunguro Complex Ward	NA
parish	parish	1160406	Okunguro Parents Ward	NA
parish	parish	1160407	Oswapai Ward	NA
parish	parish	1160408	Tamula Ward	NA
parish	parish	1160408	Tamula Ward	NA
parish	parish	1160501	Akungur	NA
parish	parish	1160502	Kabarwa	NA
parish	parish	1160503	Kachabule	NA
parish	parish	1160504	Kachede	NA
parish	parish	1160505	Kakori	NA
parish	parish	1160506	Kalou	NA
parish	parish	1160507	Kamuno	NA
parish	parish	1160508	Kodike	NA
parish	parish	1160509	Kotiokot	NA
parish	parish	1160510	Magara	NA
parish	parish	1160511	Takaramian	NA
parish	parish	1160512	Tokor	NA
parish	parish	1160601	Aputiput	NA
parish	parish	1160602	Dadir	NA
parish	parish	1160603	Kachaboi	NA
parish	parish	1160604	Kachumbala	NA
parish	parish	1160605	Kapaang	NA
parish	parish	1160606	Kapuyan	NA
parish	parish	1160607	Kongoidi	NA
parish	parish	1160608	Kongunga	NA
parish	parish	1160609	Mukura	NA
parish	parish	1160610	Nalugai	NA
parish	parish	1160611	Obur	NA
parish	parish	1160612	Otimonga	NA
parish	parish	1160701	Abilaep	NA
parish	parish	1160702	Acomai	NA
parish	parish	1160703	Aereere	NA
parish	parish	1160704	Akakaat	NA
parish	parish	1160705	Akou-Etom	NA
parish	parish	1160706	Amujeju	NA
parish	parish	1160707	Kamutur	NA
parish	parish	1160708	Kasera	NA
parish	parish	1160709	Kocus	NA
parish	parish	1160710	Komongomeri	NA
parish	parish	1160711	Tajar	NA
parish	parish	1160801	Kadacar	NA
parish	parish	1160802	Kakurau	NA
parish	parish	1160803	Kakutot	NA
parish	parish	1160804	Kaleu	NA
parish	parish	1160805	Kamailuk	NA
parish	parish	1160806	Kangole	NA
parish	parish	1160807	Kaparis	NA
parish	parish	1160808	Kobaale	NA
parish	parish	1160809	Koreng	NA
parish	parish	1160810	Osanyuk	NA
parish	parish	1160901	Chodong	NA
parish	parish	1160902	Kadoa	NA
parish	parish	1160903	Kalupo	NA
parish	parish	1160904	Kanyamutamu	NA
parish	parish	1160905	Kanyanga	NA
parish	parish	1160906	Kidongole	NA
parish	parish	1160907	Kidongole Town Board	NA
parish	parish	1160908	Koboli	NA
parish	parish	1160909	Kotolutu	NA
parish	parish	1161001	Atiriri	NA
parish	parish	1161002	Gagama	NA
parish	parish	1161003	Kachage	NA
parish	parish	1161004	Kakere	NA
parish	parish	1161005	Kocheka	NA
parish	parish	1161006	Kokolotum	NA
parish	parish	1161007	Okobwa	NA
parish	parish	1161008	Omoniek	NA
parish	parish	1161009	Omonyono	NA
parish	parish	1161010	Suula	NA
parish	parish	1161101	Kachul	NA
parish	parish	1161102	Kajamaka	NA
parish	parish	1161103	Katekwan	NA
parish	parish	1161104	Katekwan Town Board	NA
parish	parish	1161105	Kawo	NA
parish	parish	1161106	Koena	NA
parish	parish	1161107	Kosire	NA
parish	parish	1161108	Kotwongo	NA
parish	parish	1161109	Oluwa	NA
parish	parish	1161201	Agor	NA
parish	parish	1161202	Amuen	NA
parish	parish	1161203	Kagoloto	NA
parish	parish	1161204	Kanyipa	NA
parish	parish	1161205	Kareu	NA
parish	parish	1161206	Kasenyi	NA
parish	parish	1161207	Kodiata	NA
parish	parish	1161208	Kolir	NA
parish	parish	1161209	Kopeta	NA
parish	parish	1161210	Miroi	NA
parish	parish	1161211	Oluwa	NA
parish	parish	1161212	Omidil	NA
parish	parish	1161213	Tukum	NA
parish	parish	1161301	Kadesok	NA
parish	parish	1161302	Kakira	NA
parish	parish	1161303	Kawo	NA
parish	parish	1161304	Kokwakipi	NA
parish	parish	1161305	Komuge	NA
parish	parish	1161306	Koutulai	NA
parish	parish	1161307	Manga	NA
parish	parish	1161308	Omonyono	NA
parish	parish	1161309	Ongaara	NA
parish	parish	1161401	Amus	NA
parish	parish	1161402	Apujan	NA
parish	parish	1161403	Kabwalin	NA
parish	parish	1161404	Kachuru	NA
parish	parish	1161405	Komolo	NA
parish	parish	1161406	Kwarikwari	NA
parish	parish	1161407	Nyakoi	NA
parish	parish	1161408	Sapir	NA
parish	parish	1161501	Abititi	NA
parish	parish	1161502	Kachoc	NA
parish	parish	1161503	Kachonga	NA
parish	parish	1161504	Kanyanga	NA
parish	parish	1161505	Kasechi	NA
parish	parish	1161506	Kokwech	NA
parish	parish	1161507	Malera	NA
parish	parish	1161508	Okouba	NA
parish	parish	1170101	Bukango	NA
parish	parish	1170102	Butalaga	NA
parish	parish	1170103	Kigangazzi	NA
parish	parish	1170104	Mbirizi	NA
parish	parish	1170201	Bukomansimbi Central Ward	NA
parish	parish	1170202	Kigungumika Ward	NA
parish	parish	1170203	Kirembeko Ward	NA
parish	parish	1170204	Kisagazi Ward	NA
parish	parish	1170205	Kyango Ward	NA
parish	parish	1170301	Kabigi	NA
parish	parish	1170302	Kassebwera	NA
parish	parish	1170303	Kawoko	NA
parish	parish	1170304	Kisiita	NA
parish	parish	1170305	Kyankole	NA
parish	parish	1170401	Butayunja	NA
parish	parish	1170402	Kiryasaaka	NA
parish	parish	1170403	Kisojjo	NA
parish	parish	1170404	Maleku	NA
parish	parish	1170405	Mirambi	NA
parish	parish	1170501	Gayaaza	NA
parish	parish	1170502	Luwoko	NA
parish	parish	1170503	Makukuulu	NA
parish	parish	1170504	Mitigyera	NA
parish	parish	1170505	Ndeeba	NA
parish	parish	1180101	Amanang	NA
parish	parish	1180102	Cheboi	NA
parish	parish	1180103	Kamutungon	NA
parish	parish	1180104	Kululu	NA
parish	parish	1180105	Muimet	NA
parish	parish	1180106	Sosho	NA
parish	parish	1180201	Kabasken Ward	NA
parish	parish	1180202	Kapkureson Ward	NA
parish	parish	1180203	Kapsukwar Ward	NA
parish	parish	1180204	Torasis Ward	NA
parish	parish	1180301	Chekwasta	NA
parish	parish	1180302	Chepkuto	NA
parish	parish	1180303	Kapsabit	NA
parish	parish	1180304	Kapsarur	NA
parish	parish	1180305	Kapsekek	NA
parish	parish	1180306	Kiretei	NA
parish	parish	1180307	Sungora	NA
parish	parish	1180401	Bisho	NA
parish	parish	1180402	Chesower	NA
parish	parish	1180403	Kapteka	NA
parish	parish	1180404	Nyalit	NA
parish	parish	1180405	Siit	NA
parish	parish	1180406	Yatui	NA
parish	parish	1180501	Kabei	NA
parish	parish	1180502	Kapseneton	NA
parish	parish	1180503	Kapterit	NA
parish	parish	1180504	Lwongon	NA
parish	parish	1180505	Mutushet	NA
parish	parish	1180601	Kamet	NA
parish	parish	1180602	Kapkumolon	NA
parish	parish	1180603	Lwongon	NA
parish	parish	1180604	Mokoyon	NA
parish	parish	1180605	Yemitek	NA
parish	parish	1180701	Chebinyiny	NA
parish	parish	1180702	Kapkoloswo	NA
parish	parish	1180703	Kapnandi	NA
parish	parish	1180704	Kaptali	NA
parish	parish	1180705	Kaptererwa	NA
parish	parish	1180706	Kaptomologon	NA
parish	parish	1180801	Chemwaisus	NA
parish	parish	1180802	Chesimat	NA
