"colOrder","variable","uniqueVar","dataFile","IRI","label","definition","parentLabel","parentIRI","category","codebookDescription","notesForDL","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","type","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType","flag"
4,"member","ext_crypto_ses_2000::member","ext_crypto_ses_2000","","","","","","","How many members are in your household?","","","","","","","","","","","","","","","",""
41,"mo_cycle","ext_crypto_ses_2000::mo_cycle","ext_crypto_ses_2000","","","","","","","Motorcycle","","","","","","","","","","","","","","","",""
8,"n_room","ext_crypto_ses_2000::n_room","ext_crypto_ses_2000","","","","","","","Number of rooms in current household","","","","","","","","","","","","","","","",""
66,"nail","ext_crypto_ses_2000::nail","ext_crypto_ses_2000","","","","","","","Frequency of nail cutting of mother.","","","","","","","","","","","","","","","",""
44,"newspaper","ext_crypto_ses_2000::newspaper","ext_crypto_ses_2000","","","","","","","Do you read newspaper?","","","","","","","","","","","","","","","",""
25,"o_expen","ext_crypto_ses_2000::o_expen","ext_crypto_ses_2000","","","","","","","Other expenditure: (Festival, Medical, Education, gift etc.)","","","","","","","","","","","","","","","",""
20,"o_income","ext_crypto_ses_2000::o_income","ext_crypto_ses_2000","","","","","","","Other member's income","","","","","","","","","","","","","","","",""
16,"ownhh","ext_crypto_ses_2000::ownhh","ext_crypto_ses_2000","","","","","","","Do you own the house you live in? (1=yes & 2=no)","","","","","","","","","","","","","","","",""
31,"phone","ext_crypto_ses_2000::phone","ext_crypto_ses_2000","","","","","","","Telephone/Mobile","","","","","","","","","","","","","","","",""
38,"radio","ext_crypto_ses_2000::radio","ext_crypto_ses_2000","","","","","","","Working Radio","","","","","","","","","","","","","","","",""
28,"roof","ext_crypto_ses_2000::roof","ext_crypto_ses_2000","","","","","","","What is the principal roofing material in your house?","","","","","","","","","","","","","","","",""
21,"s_income","ext_crypto_ses_2000::s_income","ext_crypto_ses_2000","","","","","","","Other sources income","","","","","","","","","","","","","","","",""
42,"sewing","ext_crypto_ses_2000::sewing","ext_crypto_ses_2000","","","","","","","Sewing machine","","","","","","","","","","","","","","","",""
6,"sibling","ext_crypto_ses_2000::sibling","ext_crypto_ses_2000","","","","","","","Number of siblings under 5 years, excluding enrolled child","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_ses_2000::site","ext_crypto_ses_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
9,"sleep","ext_crypto_ses_2000::sleep","ext_crypto_ses_2000","","","","","","","Number of people usually sleeping in household.","","","","","","","","","","","","","","","",""
57,"souce_c","ext_crypto_ses_2000::souce_c","ext_crypto_ses_2000","","","","","","","DEFECATING:  codes same as SOURCE_A","","","","","","","","","","","","","","","",""
51,"source_a","ext_crypto_ses_2000::source_a","ext_crypto_ses_2000","","","","","","","Source of water use for FEEDING:","","","","","","","","","","","","","","","",""
54,"source_b","ext_crypto_ses_2000::source_b","ext_crypto_ses_2000","","","","","","","EATING: codes same as SOURCE_A","","","","","","","","","","","","","","","",""
60,"source_d","ext_crypto_ses_2000::source_d","ext_crypto_ses_2000","","","","","","","CLEANING infants bottle : codes same as SOURCE_A","","","","","","","","","","","","","","","",""
63,"source_e","ext_crypto_ses_2000::source_e","ext_crypto_ses_2000","","","","","","","CLEANING infant's anus:  codes same as SOURCE_A","","","","","","","","","","","","","","","",""
33,"table","ext_crypto_ses_2000::table","ext_crypto_ses_2000","","","","","","","Table","","","","","","","","","","","","","","","",""
47,"toilet","ext_crypto_ses_2000::toilet","ext_crypto_ses_2000","","","","","","","What is the principal type of TOILET facility used by members of your household?","","","","","","","","","","","","","","","",""
65,"toilet_sh","ext_crypto_ses_2000::toilet_sh","ext_crypto_ses_2000","","","","","","","Toilet facility shared with other households  (1 = Yes & 2 = No )","","","","","","","","","","","","","","","",""
39,"tv","ext_crypto_ses_2000::tv","ext_crypto_ses_2000","","","","","","","Working TV","","","","","","","","","","","","","","","",""
27,"wall","ext_crypto_ses_2000::wall","ext_crypto_ses_2000","","","","","","","What is the principal wall material in your house?","","","","","","","","","","","","","","","",""
36,"watch","ext_crypto_ses_2000::watch","ext_crypto_ses_2000","","","","","","","Watch or clock","","","","","","","","","","","","","","","",""
45,"watch_tv","ext_crypto_ses_2000::watch_tv","ext_crypto_ses_2000","","","","","","","Do you listen/watch Radio/TV?","","","","","","","","","","","","","","","",""
64,"water_trt","ext_crypto_ses_2000::water_trt","ext_crypto_ses_2000","","","","","","","Water treatment methods used","","","","","","","","","","","","","","","",""
49,"agent_a","ext_crypto_ses_3000::agent_a","ext_crypto_ses_3000","","","","","","","Hand Washing Practice:  Type of agent use in hand washing before /after FEEDING.","","","","","","","","","","","","","","","",""
52,"agent_b","ext_crypto_ses_3000::agent_b","ext_crypto_ses_3000","","","","","","","EATING: codes same as AGENT_A","","","","","","","","","","","","","","","",""
55,"agent_c","ext_crypto_ses_3000::agent_c","ext_crypto_ses_3000","","","","","","","DEFECATING: codes same as AGENT_A","","","","","","","","","","","","","","","",""
58,"agent_d","ext_crypto_ses_3000::agent_d","ext_crypto_ses_3000","","","","","","","CLEANING infants bottle : codes same as AGENT_A","","","","","","","","","","","","","","","",""
61,"agent_e","ext_crypto_ses_3000::agent_e","ext_crypto_ses_3000","","","","","","","CLEANING infant's anus:  codes same as AGENT_A","","","","","","","","","","","","","","","",""
32,"almirah","ext_crypto_ses_3000::almirah","ext_crypto_ses_3000","","","","","","","Almeria","","","","","","","","","","","","","","","",""
35,"bench","ext_crypto_ses_3000::bench","ext_crypto_ses_3000","","","","","","","Bench","","","","","","","","","","","","","","","",""
40,"bl_cycle","ext_crypto_ses_3000::bl_cycle","ext_crypto_ses_3000","","","","","","","Bicycle","","","","","","","","","","","","","","","",""
34,"chair","ext_crypto_ses_3000::chair","ext_crypto_ses_3000","","","","","","","Chair","","","","","","","","","","","","","","","",""
5,"children","ext_crypto_ses_3000::children","ext_crypto_ses_3000","","","","","","","Number of living children.","","","","","","","","","","","","","","","",""
37,"cot","ext_crypto_ses_3000::cot","ext_crypto_ses_3000","","","","","","","Cot or bed","","","","","","","","","","","","","","","",""
3,"doi","ext_crypto_ses_3000::doi","ext_crypto_ses_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
69,"drain","ext_crypto_ses_3000::drain","ext_crypto_ses_3000","","","","","","","Open drain beside your house.","","","","","","","","","","","","","","","",""
29,"electric","ext_crypto_ses_3000::electric","ext_crypto_ses_3000","","","","","","","Electricity","","","","","","","","","","","","","","","",""
22,"expn","ext_crypto_ses_3000::expn","ext_crypto_ses_3000","","","","","","","Monthly Total expenditure (in taka)","","","","","","","","","","","","","","","",""
12,"f_edu","ext_crypto_ses_3000::f_edu","ext_crypto_ses_3000","","","","","","","Father education (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")","","","","","","","","","","","","","","","",""
14,"f_occu","ext_crypto_ses_3000::f_occu","ext_crypto_ses_3000","","","","","","","Father occupation (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")","","","","","","","","","","","","","","","",""
10,"family_tp","ext_crypto_ses_3000::family_tp","ext_crypto_ses_3000","","","","","","","Family type","","","","","","","","","","","","","","","",""
43,"fan","ext_crypto_ses_3000::fan","ext_crypto_ses_3000","","","","","","","Fan","","","","","","","","","","","","","","","",""
26,"floor","ext_crypto_ses_3000::floor","ext_crypto_ses_3000","","","","","","","What is the principal type of flooring in your dwelling?","","","","","","","","","","","","","","","",""
68,"fuel","ext_crypto_ses_3000::fuel","ext_crypto_ses_3000","","","","","","","Type of cooking fuel.","","","","","","","","","","","","","","","",""
30,"gas","ext_crypto_ses_3000::gas","ext_crypto_ses_3000","","","","","","","Cooking Gas","","","","","","","","","","","","","","","",""
18,"h_income","ext_crypto_ses_3000::h_income","ext_crypto_ses_3000","","","","","","","Household (HH) head income","","","","","","","","","","","","","","","",""
48,"hh_class","ext_crypto_ses_3000::hh_class","ext_crypto_ses_3000","","","","","","","In terms of household food availability, how do you classify your house                            ","","","","","","","","","","","","","","","",""
46,"hh_drink","ext_crypto_ses_3000::hh_drink","ext_crypto_ses_3000","","","","","","","What is the principal source of household drinking water?","","","","","","","","","","","","","","","",""
24,"hh_expen","ext_crypto_ses_3000::hh_expen","ext_crypto_ses_3000","","","","","","","Family expenditure: (Food, Cloths, Utility bills i.e. electricity, Gas, water)","","","","","","","","","","","","","","","",""
7,"hh_live","ext_crypto_ses_3000::hh_live","ext_crypto_ses_3000","","","","","","","How long have you lived in current household in years?","","","","","","","","","","","","","","","",""
23,"hh_rent","ext_crypto_ses_3000::hh_rent","ext_crypto_ses_3000","","","","","","","House rent","","","","","","","","","","","","","","","",""
50,"how_a","ext_crypto_ses_3000::how_a","ext_crypto_ses_3000","","","","","","","How to wash hand before/after FEEDING.","","","","","","","","","","","","","","","",""
53,"how_b","ext_crypto_ses_3000::how_b","ext_crypto_ses_3000","","","","","","","EATING: codes same as HOW_A","","","","","","","","","","","","","","","",""
56,"how_c","ext_crypto_ses_3000::how_c","ext_crypto_ses_3000","","","","","","","DEFECATING:  codes same as HOW_A","","","","","","","","","","","","","","","",""
59,"how_d","ext_crypto_ses_3000::how_d","ext_crypto_ses_3000","","","","","","","CLEANING infants bottle : codes same as HOW_A","","","","","","","","","","","","","","","",""
62,"how_e","ext_crypto_ses_3000::how_e","ext_crypto_ses_3000","","","","","","","CLEANING infant's anus:  codes same as HOW_A","","","","","","","","","","","","","","","",""
17,"income","ext_crypto_ses_3000::income","ext_crypto_ses_3000","","","","","","","Total monthly Income (in taka). **Calculating answer to 12a. Add all incomes together and put total income.","","","","","","","","","","","","","","","",""
67,"kitchen","ext_crypto_ses_3000::kitchen","ext_crypto_ses_3000","","","","","","","Place for cooking for household.","","","","","","","","","","","","","","","",""
13,"m_edu","ext_crypto_ses_3000::m_edu","ext_crypto_ses_3000","","","","","","","Mother education (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")","","","","","","","","","","","","","","","",""
19,"m_income","ext_crypto_ses_3000::m_income","ext_crypto_ses_3000","","","","","","","Mother's income: If HH head, enter zeros","","","","","","","","","","","","","","","",""
15,"m_occu","ext_crypto_ses_3000::m_occu","ext_crypto_ses_3000","","","","","","","Mother occupation (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")","","","","","","","","","","","","","","","",""
11,"maid","ext_crypto_ses_3000::maid","ext_crypto_ses_3000","","","","","","","Household domestic workers (maid).","","","","","","","","","","","","","","","",""
4,"member","ext_crypto_ses_3000::member","ext_crypto_ses_3000","","","","","","","How many members are in your household?","","","","","","","","","","","","","","","",""
41,"mo_cycle","ext_crypto_ses_3000::mo_cycle","ext_crypto_ses_3000","","","","","","","Motorcycle","","","","","","","","","","","","","","","",""
8,"n_room","ext_crypto_ses_3000::n_room","ext_crypto_ses_3000","","","","","","","Number of rooms in current household","","","","","","","","","","","","","","","",""
66,"nail","ext_crypto_ses_3000::nail","ext_crypto_ses_3000","","","","","","","Frequency of nail cutting of mother.","","","","","","","","","","","","","","","",""
44,"newspaper","ext_crypto_ses_3000::newspaper","ext_crypto_ses_3000","","","","","","","Do you read newspaper?","","","","","","","","","","","","","","","",""
25,"o_expen","ext_crypto_ses_3000::o_expen","ext_crypto_ses_3000","","","","","","","Other expenditure: (Festival, Medical, Education, gift etc.)","","","","","","","","","","","","","","","",""
20,"o_income","ext_crypto_ses_3000::o_income","ext_crypto_ses_3000","","","","","","","Other member's income","","","","","","","","","","","","","","","",""
16,"ownhh","ext_crypto_ses_3000::ownhh","ext_crypto_ses_3000","","","","","","","Do you own the house you live in? (1=yes & 2=no)","","","","","","","","","","","","","","","",""
31,"phone","ext_crypto_ses_3000::phone","ext_crypto_ses_3000","","","","","","","Telephone/Mobile","","","","","","","","","","","","","","","",""
38,"radio","ext_crypto_ses_3000::radio","ext_crypto_ses_3000","","","","","","","Working Radio","","","","","","","","","","","","","","","",""
28,"roof","ext_crypto_ses_3000::roof","ext_crypto_ses_3000","","","","","","","What is the principal roofing material in your house?","","","","","","","","","","","","","","","",""
21,"s_income","ext_crypto_ses_3000::s_income","ext_crypto_ses_3000","","","","","","","Other sources income","","","","","","","","","","","","","","","",""
42,"sewing","ext_crypto_ses_3000::sewing","ext_crypto_ses_3000","","","","","","","Sewing machine","","","","","","","","","","","","","","","",""
6,"sibling","ext_crypto_ses_3000::sibling","ext_crypto_ses_3000","","","","","","","Number of siblings under 5 years, excluding enrolled child","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_ses_3000::site","ext_crypto_ses_3000","","","","","","","Date of Interview","","","","","","","","","","","","","","","",""
9,"sleep","ext_crypto_ses_3000::sleep","ext_crypto_ses_3000","","","","","","","Number of people usually sleeping in household.","","","","","","","","","","","","","","","",""
57,"souce_c","ext_crypto_ses_3000::souce_c","ext_crypto_ses_3000","","","","","","","DEFECATING:  codes same as SOURCE_A","","","","","","","","","","","","","","","",""
51,"source_a","ext_crypto_ses_3000::source_a","ext_crypto_ses_3000","","","","","","","Source of water use for FEEDING:","","","","","","","","","","","","","","","",""
54,"source_b","ext_crypto_ses_3000::source_b","ext_crypto_ses_3000","","","","","","","EATING: codes same as SOURCE_A","","","","","","","","","","","","","","","",""
60,"source_d","ext_crypto_ses_3000::source_d","ext_crypto_ses_3000","","","","","","","CLEANING infants bottle : codes same as SOURCE_A","","","","","","","","","","","","","","","",""
63,"source_e","ext_crypto_ses_3000::source_e","ext_crypto_ses_3000","","","","","","","CLEANING infant's anus:  codes same as SOURCE_A","","","","","","","","","","","","","","","",""
33,"table","ext_crypto_ses_3000::table","ext_crypto_ses_3000","","","","","","","Table","","","","","","","","","","","","","","","",""
47,"toilet","ext_crypto_ses_3000::toilet","ext_crypto_ses_3000","","","","","","","What is the principal type of TOILET facility used by members of your household?","","","","","","","","","","","","","","","",""
